Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date),Column 7,Column 8,Column 9
3.5,Länsförsäkringar,Rörlig,31174.0,"0,4",120301,,,
3.56,Swedbank,3 år,31175.0,,,,,
4.15,SBAB,3 månader,31192.0,,,,,
4.15,Swedbank,3 månader,31192.0,"1,7mkr",oktober 2011,,,
4.35,Swedbank,5 år,31195.0,"370.0""0,00",juni 2007,,,
3.8,Nordea,3 år,31196.0,,,,,
4.25,Handelsbanken,5 år,31196.0,,,,,
3.25,Handelsbanken,2 år,31196.0,700000,2012-04-01,,,
3.76,SEB,Rörlig,31196.0,539880,Rörlig,,,
4.15,Swedbank,3 månader,31196.0,860000,Januari 2012,,,
3.6,Swedbank,3 år,31196.0,"1,2 mkr",November 2011,,,
2.93,SEB,2 år,31198.0,375000,120131,,,
3.14,SEB,1 år,31198.0,525000,120131,,,
4.2,Länsförsäkringar,Rörlig,31198.0,"1,6",2012-01-01,,,
4.2,Nordea,3 månader,31198.0,620,90810,,,
3.04,SEB,3 år,31198.0,1325000,2010-07-28,,,
3.56,SEB,3 månader,31198.0,927500,2012-03-21,,,
2.99,Swedbank,2 år,31231.0,,,,,
5.28,Swedbank,5 år,31231.0,,,,,
3.9,Handelsbanken,7 år,31232.0,"2,2",20110101,,,
3.67,Swedbank,2 år,31232.0,"1,78 mkr",120130,,,
3.83,Länsförsäkringar,2 år,31234.0,,,,,
4.5,Swedbank,3 år,31234.0,"0,26 mkr",2011,,,
3.7,Länsförsäkringar,3 år,31235.0,980000,2012-03-30,,,
4.15,Swedbank,Rörlig,31235.0,"0,5",2010,,,
3.8,Swedbank,3 månader,31245.0,900000,februari 2012,,,
4.15,Swedbank,Rörlig,31261.0,"300.0""0,00",20111001,,,
4.22755,Handelsbanken,1 år,31261.0,"750.0""0,00",november 2011,,,
3.15,Länsförsäkringar,5 år,31291.0,200000,2000-06-10,,,
4.15,Länsförsäkringar,Rörlig,31292.0,330000,20120320,,,
4.2,Handelsbanken,Rörlig,31295.0,141000,2012-03-01,,,
3.72,Swedbank,2 år,31296.0,,,,,
4.81,Handelsbanken,7 år,31302.0,300,Mars 2009,,,
4.23,Swedbank,1 år,31330.0,900tkr,20110610,,,
4.27,SBAB,3 månader,31330.0,"1,2 Mkr",20120101,,,
3.29,SEB,1 år,31330.0,"1,4",December 2011,,,
3.95,Swedbank,Rörlig,31332.0,"1,15mkr",rörligt (avtalat juni 2011),,,
4.55,Länsförsäkringar,Rörlig,31332.0,"1,4",2012 jan,,,
4.1,Nordea,Rörlig,31394.0,"0,375",2010-09-01,,,
3.55,Swedbank,2 år,31434.0,800000,MARS 2012,,,
4.42,Länsförsäkringar,3 månader,31491.0,,,,,
3.8,Swedbank,Rörlig,31491.0,"1,2",200,,,
3.8,Swedbank,Rörlig,31491.0,"1,2",80808,,,
4.45,Swedbank,3 månader,31492.0,"1,87",2009-05-01,,,
3.13,Handelsbanken,2 år,33010.0,750000,2012-04-01,,,
3.9,Swedbank,2 år,33010.0,150000,120326,,,
4.05,Nordea,Rörlig,33012.0,"1,65",120301,,,
4.15,Swedbank,3 månader,33015.0,380000,2012-03-15,,,
3.27,SEB,3 år,33015.0,"1,8 milj",november 2011,,,
3.27,SEB,3 år,33015.0,"1,8 milj",november 2011,,,
4.15,Swedbank,3 månader,33017.0,"1,2mkr",20111112,,,
3.7,Handelsbanken,3 månader,33017.0,"2,2 mkr",2012-02-01,,,
5.95,Danske Bank,5 år,33018.0,750000,2008,,,
3.8,Swedbank,3 månader,33021.0,,,,,
3.51,SEB,3 månader,33026.0,600000,20123002,,,
3.51,SEB,3 månader,33026.0,600000,20123002,,,
3.51,SEB,3 månader,33026.0,600000,20120130,,,
3.51,Handelsbanken,5 år,33027.0,,,,,
3.5,Handelsbanken,5 år,33027.0,,,,,
3.69,Swedbank,3 månader,33027.0,380000,Februari 2012,,,
4.15,Swedbank,3 månader,33033.0,500tkr,mars2012,,,
4.5,Nordea,Rörlig,33131.0,"1,5mkr",0,,,
3.57,Handelsbanken,3 månader,33132.0,1 mkr,20120401,,,
3.56,SEB,3 månader,33133.0,395000,120403,,,
3.95,Nordea,3 månader,33133.0,,,,,
4.5,Handelsbanken,3 månader,33133.0,"1,1",20120101,,,
3.44,SEB,Rörlig,33133.0,"2,5",20120401,,,
3.56,SEB,3 månader,33133.0,395000,120319,,,
3.36,SEB,3 månader,33133.0,2 mkr,2012-03-28,,,
4.13,Handelsbanken,3 månader,33141.0,400000,2005-11-01,,,
4.15,Swedbank,Rörlig,33141.0,"1,5",2010*01*01,,,
4.5,Nordea,3 månader,33142.0,470 tus,20120106,,,
3.91,Swedbank,5 år,33142.0,400 000 sek,100615,,,
4.9,Swedbank,10 år,33142.0,"1,6mkr",20061215,,,
3.85,Swedbank,3 månader,33142.0,350000,61228,,,
3.85,Swedbank,3 månader,33142.0,350000,61228,,,
3.91,Swedbank,5 år,33142.0,400000,100615,,,
3.67,Swedbank,Rörlig,33142.0,900000,20120328,,,
5.4,Swedbank,10 år,33142.0,"1,6",december 2006,,,
3.8,Handelsbanken,Rörlig,33142.0,709000,2012,,,
4.03,Nordea,2 år,33143.0,480000,111001,,,
3.05,Nordea,3 år,33151.0,,,,,
4.06,Handelsbanken,Rörlig,33151.0,"1,6",2010,,,
3.7,Danske Bank,3 år,33152.0,"1,2",20120327,,,
4.07,Handelsbanken,Rörlig,33152.0,360000,april 2012,,,
3.9,SEB,3 månader,33152.0,"1,2 mkr",april 2012,,,
3.77,SEB,3 månader,33152.0,"1,2 mkr",april 2012,,,
3.68,Swedbank,Rörlig,33153.0,750000,Har rörlig lån,,,
4.3,Swedbank,Rörlig,33153.0,,,,,
4.1,Nordea,Rörlig,33153.0,"1,3",100310,,,
4.3,Nordea,3 månader,33153.0,"1,1mkr",2012-02-28,,,
4.15,Handelsbanken,3 månader,33154.0,,,,,
4.1,Swedbank,3 år,33154.0,700000,Oktober 2010,,,
3.99,Swedbank,5 år,33154.0,500000,April 2012,,,
4.36,Nordea,3 månader,33155.0,,,,,
4.2,Nordea,2 år,33191.0,"2,8 mkr",20110525,,,
4.15,Swedbank,3 månader,33195.0,2500000,2012-01-30,,,
3.55,Danske Bank,3 år,33196.0,2,20120201,,,
4.17,Handelsbanken,3 månader,33197.0,260000,20120301,,,
4.4,Handelsbanken,5 år,33230.0,"1,1 mkr",90501,,,
4.25,Swedbank,Rörlig,33231.0,"1,2",20110304,,,
4.5,Handelsbanken,2 år,33231.0,"1,25 mkr",90912,,,
3.89,Nordea,5 år,33231.0,"1,2",110830,,,
3.89,Nordea,5 år,33231.0,"1,2",110830,,,
3.51,SEB,3 månader,33231.0,"0,815 mkr",Mars 2012,,,
5.0,Nordea,5 år,33232.0,,,,,
4.15,Swedbank,3 månader,33233.0,200000,100110,,,
3.58,Handelsbanken,2 år,33233.0,159000,jan 2011,,,
3.39,Swedbank,2 år,33235.0,1310000,2010-06-25,,,
3.51,Swedbank,3 år,33235.0,"1,2 mkr",2011-09-30,,,
4.03,Handelsbanken,3 månader,33236.0,,,,,
3.67,Handelsbanken,3 månader,33292.0,945000,81015,,,
4.1,Nordea,3 månader,33330.0,,,,,
3.55,Handelsbanken,3 år,33331.0,639000,120320,,,
3.55,Handelsbanken,3 år,33331.0,639000,Mars 2012,,,
3.74,Swedbank,3 månader,33333.0,1 mkr,120301,,,
3.5,Swedbank,Rörlig,33393.0,,,,,
4.99,Swedbank,5 år,33432.0,620000,80124,,,
4.25,Swedbank,8,33432.0,450000,51112,,,
3.75,Handelsbanken,3 månader,33432.0,"0,9",20120401,,,
3.84,SEB,3 månader,33433.0,"1,4",120127,,,
4.3,Swedbank,Rörlig,33531.0,,,,,
3.58,SEB,Rörlig,33531.0,875000,-,,,
3.28,SEB,3 år,33531.0,1 mkr,120209,,,
4.3,Swedbank,3 månader,33531.0,"0,533",Februari 2012,,,
4.04,Swedbank,3 månader,33532.0,"0,436 mkr",120130,,,
4.5,Nordea,3 månader,33532.0,90000,120104,,,
4.2,Nordea,3 månader,33532.0,1.3 mkr,mars 2012,,,
3.76,Nordea,Rörlig,33533.0,"2,1",120303,,,
3.19,SEB,2 år,33533.0,"1,6 mkr",November 2011,,,
4.3,Swedbank,3 månader,33594.0,570000,2010-10-15,,,
3.4,Swedbank,Rörlig,34010.0,,,,,
3.95,SEB,Rörlig,34012.0,,,,,
3.8,SBAB,3 månader,34014.0,,,,,
3.9,Swedbank,3 månader,34030.0,350000,februari 2012,,,
4.05,Länsförsäkringar,5 år,34032.0,300000,okt 2009,,,
3.9,Länsförsäkringar,3 månader,34116.0,,,,,
3.89,SEB,3 år,34121.0,,,,,
4.87,Swedbank,5 år,34130.0,"1,5",2007,,,
3.35,SEB,3 månader,34130.0,450 tkr,mars 2012,,,
2.64,SEB,1 år,34133.0,700000,2011-08-10,,,
3.3,Swedbank,5 år,34133.0,272,2010,,,
3.66,Swedbank,Rörlig,34134.0,"1,2 mkr",120402,,,
3.35,Länsförsäkringar,Rörlig,34134.0,660000,2012-04-01,,,
3.75,Swedbank,3 månader,34134.0,530000,20120131,,,
3.85,Swedbank,Rörlig,34134.0,550000,2008-09-15,,,
3.1,Swedbank,4,34135.0,430000,september 2010,,,
3.41,Swedbank,5 år,34135.0,570000,september 2010,,,
3.8,Handelsbanken,3 år,34139.0,393000,20111101,,,
3.53,Handelsbanken,3 månader,34139.0,200000,120401,,,
3.6,Swedbank,3 år,34140.0,,,,,
2.87,Swedbank,2 år,34142.0,990000,101001,,,
4.15,Swedbank,3 månader,34142.0,"1,7 mkr",110328,,,
4.51,Swedbank,3 år,34142.0,565000,110328,,,
3.416,Swedbank,3 månader,34142.0,2 mkr,120330,,,
3.37,Swedbank,4 år,34142.0,990000,101001,,,
5.03,Swedbank,10 år,34176.0,132000,2007-03-24,,,
3.15,Swedbank,3 år,34196.0,"1,2",120315,,,
4.3,Handelsbanken,Rörlig,34230.0,,,,,
4.15,Handelsbanken,Rörlig,34234.0,600000,2012-03-12,,,
4.0,Nordea,5 år,34234.0,"0,7 mkr",juni 2007,,,
4.3,Swedbank,3 månader,34234.0,"1,61",2009 aug,,,
4.35,Swedbank,Rörlig,34235.0,425000,20120401,,,
4.2,Nordea,3 månader,34235.0,"1,3",120301,,,
4.15,Handelsbanken,3 månader,34261.0,,,,,
3.5,SEB,1 år,34293.0,,,,,
3.37,Swedbank,Rörlig,34293.0,"1,9mkr",20120228,,,
4.0,Nordea,Rörlig,34293.0,"1,2",100831,,,
3.85,Nordea,3 år,34293.0,333000,2011-02-26,,,
4.2,Nordea,3 månader,34293.0,249000,2012-02-29,,,
4.03,Nordea,3 månader,34293.0,"1,3",2012-01-01,,,
4.1,Swedbank,Rörlig,34294.0,"1,1",ej bundet,,,
3.42,SEB,2 år,34334.0,2,20120223,,,
3.955,Swedbank,3 månader,34334.0,372000 kr,120328,,,
4.15,Swedbank,5 år,34334.0,900000,20110101,,,
3.99,Swedbank,Rörlig,34334.0,530000,mars 2012,,,
3.42,SEB,3 år,34335.0,,,,,
2.95,SEB,3 år,34335.0,"1,1 mkr",20111220,,,
3.58,Swedbank,Rörlig,34335.0,600 tkr,2005,,,
4.0,Swedbank,3 månader,34336.0,,,,,
3.5,Nordea,3 år,34336.0,200000,20120227,,,
3.65,Handelsbanken,3 år,34336.0,"0,7",120330,,,
4.19,Swedbank,5 år,34336.0,450000,okt 2010,,,
4.43,Handelsbanken,3 månader,34337.0,1000000,EJ BUNDEN,,,
4.05,Länsförsäkringar,3 månader,34337.0,"2,1mkr",120101,,,
3.1,Swedbank,3 år,34340.0,770000,110923,,,
3.75,Handelsbanken,Rörlig,34390.0,,,,,
4.15,Handelsbanken,3 månader,34390.0,"1,2 mkr",2006,,,
3.85,Swedbank,Rörlig,34397.0,360,110820,,,
3.65,Handelsbanken,10 år,35002.0,,,,,
3.12,Swedbank,3 månader,35230.0,"1,5 mkr",20120401,,,
3.22,SEB,3 månader,35231.0,,,,,
4.3,Swedbank,3 månader,35232.0,580000,20090128,,,
4.15,Handelsbanken,3 månader,35234.0,,,,,
3.79,Länsförsäkringar,3 månader,35235.0,,,,,
3.3,Handelsbanken,2 år,35235.0,,,,,
3.76,Handelsbanken,3 år,35235.0,1000000,20120229,,,
2.65,SEB,3 månader,35235.0,"1,5 mkr",20120315,,,
3.75,Länsförsäkringar,2 år,35236.0,3,20111231,,,
3.81,Handelsbanken,3 månader,35236.0,600000,2012-03-01,,,
4.17,Länsförsäkringar,Rörlig,35236.0,"1,5 mkr",20120201,,,
3.68,Handelsbanken,2 år,35236.0,"2,2 mkr",Mars 2012,,,
3.43,Handelsbanken,3 månader,35236.0,3,Feb 2012,,,
3.6,Swedbank,Rörlig,35236.0,"2,4 mkr",februari 2012,,,
3.21,Swedbank,2 månader,35241.0,1 mkr,2012-01-31,,,
3.43,SEB,3 månader,35241.0,"2,7 mkr",2012-03-30,,,
3.35,SEB,3 månader,35242.0,,,,,
3.4,Nordea,2 år,35242.0,1 mkr,2012-03-22,,,
2.7,Handelsbanken,2 år,35242.0,"2,9 mkr",2010-11-01,,,
3.8,Handelsbanken,3 månader,35242.0,"0,7 mkr",20120331,,,
3.8,Länsförsäkringar,2 år,35242.0,387000,120101,,,
3.6,Danske Bank,3 månader,35242.0,2200000,April 2012,,,
4.15,Swedbank,3 månader,35242.0,"1,0 mkr",2012-03-12,,,
3.9,Nordea,3 månader,35243.0,1950000,120223,,,
3.0,Swedbank,3 år,35243.0,"0,5",2011-02-28,,,
3.9,Nordea,3 månader,35243.0,1950000,120223,,,
3.94,Länsförsäkringar,3 månader,35243.0,600000,120301,,,
4.07,Handelsbanken,3 månader,35244.0,850000,120401,,,
3.63,Handelsbanken,Rörlig,35244.0,"1,25 mkr",2012-03-31,,,
4.0,Handelsbanken,2 år,35244.0,"1,25 mkr",2011-03-31,,,
3.15,Länsförsäkringar,2 år,35244.0,"1,7 mkr",2011-06-30,,,
3.95,Länsförsäkringar,3 månader,35244.0,"1,85",mars 2012,,,
3.5,Swedbank,2 år,35244.0,1012500,April 2012,,,
4.3,Swedbank,3 månader,35245.0,,,,,
3.95,Swedbank,Rörlig,35245.0,"2,5",120330,,,
3.45,SEB,Rörlig,35246.0,"700.0""0,00",2012-03-01,,,
4.15,Nordea,3 månader,35247.0,"3,4",2012-01-27,,,
5.0,Swedbank,7 år,35249.0,"1,4 mkr",20060401,,,
4.42,Länsförsäkringar,Rörlig,35249.0,1300000,2012-04-01,,,
4.42,Länsförsäkringar,3 månader,35249.0,"1,3mkr",2012-04-01,,,
3.85,Swedbank,3 månader,35249.0,"1,7 mkr",120403,,,
3.85,Swedbank,3 månader,35249.0,"2,5",Mars 2012,,,
4.15,Länsförsäkringar,Rörlig,35250.0,900000,rörligt ej bundet,,,
3.78,Handelsbanken,3 månader,35250.0,,,,,
4.15,Länsförsäkringar,3 månader,35250.0,,,,,
4.14,Länsförsäkringar,Rörlig,35250.0,,,,,
3.39,SEB,3 månader,35250.0,"0,8",20120321,,,
4.25,Handelsbanken,3 månader,35250.0,3150000,120401,,,
3.09,SEB,3 år,35250.0,"1,3 mkr",120215,,,
3.16,SEB,3 månader,35250.0,"3,8 mkr",2012-03-21,,,
2.59,SEB,2 år,35250.0,728000,20110923,,,
4.3,Länsförsäkringar,Rörlig,35250.0,"1,8 mkr",2009,,,
3.05,SEB,3 år,35250.0,"1,3 mke",Feb 2012,,,
4.2,Nordea,3 månader,35251.0,"0,8 mkr",2006,,,
3.8,Nordea,3 månader,35251.0,"2,7",20111221,,,
3.81,SBAB,2 år,35251.0,265000,2012-02-24,,,
4.15,Swedbank,3 månader,35251.0,"1,5 mkr",Februari 2012,,,
4.05,Swedbank,3 månader,35253.0,,,,,
3.92,SEB,3 månader,35253.0,850000,120328,,,
4.05,Swedbank,3 månader,35253.0,1700000,2012-02-28,,,
3.65,Swedbank,3 månader,35254.0,,,,,
4.15,Swedbank,3 månader,35254.0,"1,5 mkr",Februari 2012,,,
3.68,Handelsbanken,1 år,35255.0,,,,,
3.4,Handelsbanken,Rörlig,35255.0,"2,2 mkr",12/2004,,,
3.77,SEB,4 år,35257.0,540000,2011-08-17,,,
3.65,Swedbank,3 månader,35257.0,200000,20120328,,,
3.85,Handelsbanken,5 år,35259.0,,,,,
3.4,Swedbank,3 månader,35259.0,500000,111201,,,
3.7,Swedbank,3 månader,35259.0,1000000,111201,,,
4.15,Länsförsäkringar,3 månader,35259.0,"1,08 mkr",April 2012,,,
3.5,Swedbank,5 år,35260.0,1500000,20110101,,,
3.85,Nordea,2 år,35260.0,510000,20111101,,,
4.5,Danske Bank,Rörlig,35261.0,,,,,
2.83,SEB,2 år,35261.0,,,,,
4.0,Danske Bank,Rörlig,35261.0,,,,,
3.95,Länsförsäkringar,3 månader,35261.0,200000,2012-03-02,,,
4.15,Länsförsäkringar,Rörlig,35261.0,150000,20120402,,,
4.43,Handelsbanken,3 månader,35261.0,"1,2 mkr",120201,,,
4.14,Swedbank,Rörlig,35262.0,800000,2012-03-01,,,
4.1,Nordea,2 år,35262.0,"0,6",augosti 2010,,,
3.39,SEB,1 år,35263.0,,,,,
3.29,SEB,1 år,35263.0,"2,3 mkr",2011-06-15,,,
3.85,Handelsbanken,1 år,35263.0,"1,2 mkr",2011-04-06,,,
2.86,SEB,3 år,35263.0,"1,3 mkr",Februari 2012,,,
3.8,Nordea,3 månader,35263.0,"1,5 mkr",Mars 2012,,,
2.95,SEB,2 år,35264.0,2700000,20110924,,,
2.9,SEB,2 år,35264.0,3 mkr,20111220,,,
3.15,Swedbank,2 år,35264.0,"1,2",2011-12-05,,,
2.82,SEB,2 år,35264.0,"3,5 mkr",111101,,,
3.45,SEB,3 månader,35264.0,700000,feb 2012,,,
2.95,SEB,2 år,35264.0,2700000,September 2011,,,
3.3,Nordea,2 år,35264.0,"1,2",Februari 2012,,,
4.3,SEB,Rörlig,35264.0,2000000 kr,2008,,,
3.75,Swedbank,Rörlig,35595.0,500000,Rabatt 12 mån från 111101,,,
4.14,Swedbank,2 år,35596.0,,,,,
5.28,Swedbank,5 år,36023.0,465000,maj 2007,,,
2.69,Swedbank,2 år,36024.0,325000,2012-07-01,,,
4.33,Swedbank,7 år,36024.0,325000,2012-07-01,,,
3.59,Swedbank,4,36024.0,325000,2012-07-01,,,
3.87,Handelsbanken,3 månader,36032.0,"4,2 mkr",2012-03-01,,,
4.4,Swedbank,3 månader,36032.0,"0,65 mkr",20111201,,,
3.4,Swedbank,3 år,36032.0,"1,5",120205,,,
4.2,Nordea,3 månader,36040.0,640000,20100909,,,
3.3,Handelsbanken,3 månader,36040.0,"0,2",20120101,,,
4.45,Swedbank,Rörlig,36040.0,100000,20120128,,,
3.65,Swedbank,3 månader,36040.0,144000,20120120,,,
4.15,Swedbank,3 månader,36042.0,816800,2012-01-28,,,
3.25,Swedbank,2 år,36042.0,900000,april 2012,,,
3.7,Swedbank,5 år,36044.0,,,,,
4.0,Handelsbanken,Rörlig,36044.0,,,,,
4.5,Swedbank,3 år,36050.0,400000,20090515,,,
4.15,Swedbank,3 månader,36050.0,,,,,
3.8,Swedbank,2 år,36060.0,"1,5",20110909,,,
2.84,Handelsbanken,2 år,36070.0,,,,,
3.85,Handelsbanken,Rörlig,36070.0,,,,,
4.15,Länsförsäkringar,3 månader,36073.0,600000,februari 2012,,,
3.85,Swedbank,3 år,36077.0,225000 skr,March2012,,,
4.13,Handelsbanken,3 månader,36142.0,298000,2012-04-01,,,
4.29,Handelsbanken,2 år,36142.0,400000,2011-04-01,,,
3.6,Swedbank,3 år,36193.0,"0,3",120301,,,
3.61,Swedbank,3 månader,36195.0,280000,20120330,,,
4.3,Swedbank,Rörlig,36230.0,,,,,
5.1,Swedbank,5 år,36230.0,,,,,
3.8,Swedbank,2 år,36232.0,680000,februari 2010,,,
3.0,Handelsbanken,2 år,36252.0,"3,2",2011-11-01,,,
4.75,Swedbank,3 månader,36265.0,,,,,
3.45,Nordea,3 år,36292.0,"1,2 mkr",101101,,,
3.45,Handelsbanken,3 år,37010.0,,,,,
4.2,Swedbank,3 månader,37012.0,850 tkr,2011-05-10,,,
4.22,Länsförsäkringar,3 månader,37022.0,"1,9 mkr",120104,,,
4.22,Länsförsäkringar,3 månader,37022.0,"1,9 mkr",120104,,,
4.15,SBAB,Rörlig,37024.0,,,,,
3.78,Nordea,Rörlig,37024.0,,,,,
4.15,Länsförsäkringar,Rörlig,37024.0,"1,7 mkr",2012-04-02,,,
2.9,SEB,2 år,37024.0,"2,2mkr",2011-09-24,,,
3.41,SEB,2 år,37024.0,"2,6",2012-03-31,,,
4.15,Swedbank,3 månader,37024.0,700000,20120328,,,
3.68,Swedbank,3 månader,37024.0,"1,3",20120301,,,
3.3,Swedbank,3 månader,37024.0,"3,5",120202,,,
3.3,Swedbank,3 månader,37024.0,"3,5",120202,,,
3.31,SEB,3 månader,37024.0,"1,687 mkr",2010-01-01,,,
2.89,SEB,2 år,37024.0,1 mkr,110801,,,
4.55,Swedbank,8 år,37024.0,"1,2",Juni 2006,,,
3.87,Swedbank,3 månader,37024.0,300000,Feb 2012,,,
3.88,Nordea,5 år,37024.0,"2,8milj",mars 2012,,,
3.65,Swedbank,3 månader,37030.0,,,,,
3.79,Handelsbanken,3 månader,37030.0,,,,,
4.15,Nordea,Rörlig,37030.0,1800000,2011-10-10,,,
4.08,Handelsbanken,1 år,37030.0,"1,45 mkr",2011-06-30,,,
3.76,SEB,3 månader,37030.0,"2,3 mkr",Februari 2012,,,
3.15,Länsförsäkringar,3 år,37030.0,940000,2009,,,
4.15,Swedbank,Rörlig,37030.0,1500000,oktober 2010,,,
4.08,Nordea,7 år,37037.0,"1,2",111015,,,
4.15,Swedbank,3 år,37043.0,,,,,
3.35,Nordea,2 år,37043.0,"1,6 mkr",120325,,,
4.35,Handelsbanken,Rörlig,37045.0,,,,,
3.85,Swedbank,Rörlig,37045.0,1100000,20120302,,,
3.2,Handelsbanken,2 år,37124.0,3000000,111001,,,
4.33,Handelsbanken,3 månader,37131.0,275000,110201,,,
3.85,Swedbank,Rörlig,37131.0,"1,7 mkr",2011-01-01,,,
4.33,Handelsbanken,3 månader,37131.0,"0,3 mkr",120201,,,
4.14,SBAB,3 månader,37132.0,900000,2010-03-20,,,
4.0,Swedbank,Rörlig,37132.0,750000,november 2010,,,
3.68,Handelsbanken,3 månader,37132.0,"0,65 mkr",Mars 2009,,,
3.95,Swedbank,Rörlig,37134.0,,,,,
4.2,Nordea,5 år,37134.0,"1,7",2010,,,
4.45,Länsförsäkringar,3 månader,37136.0,"1,2 mkr",10,,,
3.5,Handelsbanken,2 år,37136.0,"1,2 mkr",2012-04-01,,,
3.22,SEB,Rörlig,37136.0,2 mkr,2011-08-11,,,
3.95,Nordea,Rörlig,37136.0,",75 mkr",2006,,,
3.63,Handelsbanken,1 år,37136.0,"2,1 mkr",110401,,,
3.24,Swedbank,3 månader,37137.0,,,,,
3.35,SEB,3 månader,37137.0,"4,7 mkr",2010-11-01,,,
3.92,Swedbank,5 år,37137.0,500000,2011-04-01,,,
4.1,Handelsbanken,5 år,37137.0,500000,2011-04-01,,,
3.6,SEB,3 månader,37137.0,"1,6 mkr",Mars 2012,,,
2.75,Nordea,2 år,37138.0,"1,2 mkr",2010-05-25,,,
3.1,Nordea,3 år,37138.0,"1,2 mkr",2011-05-27,,,
2.75,Nordea,2 år,37138.0,"0,7 mkr",2010-05-25,,,
2.7,Swedbank,Rörlig,37138.0,403000,2012-10-07,,,
3.5,Nordea,2 år,37141.0,,,,,
3.85,Handelsbanken,5år 5%tak,37141.0,800000,2010-05-01,,,
3.8,Handelsbanken,3 månader,37142.0,,,,,
4.2,Swedbank,3 månader,37142.0,600000,Mars 1999,,,
4.2,Swedbank,3 månader,37142.0,600000,Mars 1999,,,
3.28,Swedbank,2 år,37146.0,"1,1",20111025,,,
3.45,Swedbank,Rörlig,37146.0,719500 kr,Februari 2009,,,
4.32,Nordea,1 år,37149.0,,,,,
4.0,SEB,Rörlig,37151.0,,,,,
2.69,Swedbank,2 år,37151.0,"0,4mkr",2010-05-25,,,
4.2,Swedbank,3 månader,37151.0,"0,5 mkr",Juni 2009,,,
4.25,Swedbank,Rörlig,37152.0,"3,3mkr",90901,,,
3.4,Swedbank,Rörlig,37152.0,"1,1",80501,,,
3.7,Swedbank,1 år,37152.0,"1,2 mkr",Februari 2012,,,
3.9,Nordea,3 månader,37153.0,2200000,2012-01-01,,,
3.86,Swedbank,2 år,37160.0,,,,,
3.7,Länsförsäkringar,2 år,37160.0,650000,20120329,,,
4.1,Swedbank,Rörlig,37160.0,350000,90615,,,
4.15,Nordea,2 år,37161.0,,,,,
3.45,Nordea,3 år,37161.0,"1,4mk",juli 2010,,,
4.15,Länsförsäkringar,3 månader,37161.0,800000,Januari 2010,,,
4.05,Nordea,Rörlig,37163.0,"4,4",100510,,,
3.9,Swedbank,Rörlig,37163.0,3,20120130,,,
4.5,Nordea,3 månader,37163.0,"1,625 mkr",Inte bundet,,,
3.42,Handelsbanken,2 år,37163.0,800000 totalt,2011-12-30,,,
3.68,Länsförsäkringar,3 år,37163.0,"0,437",januari 2011,,,
4.31,SBAB,3 månader,37163.0,"0,7 mkr",Februari 2007,,,
3.39,Swedbank,2 år,37163.0,"2,5mkr",Januari 2012,,,
3.3,Nordea,3 år,37164.0,3800000,20120315,,,
3.66,SEB,3 månader,37164.0,550000,20120228,,,
3.2,SEB,2 år,37164.0,250000,20120228,,,
3.4,SEB,3 år,37164.0,550000,20120228,,,
3.37,Swedbank,3 år,37164.0,900000,November 2011,,,
3.69,Swedbank,5 år,37164.0,900000,november 2011,,,
3.4,Swedbank,Rörlig,37164.0,300000,November 2011,,,
4.2,Swedbank,3 månader,37164.0,950000,Februari 2011,,,
4.2,Swedbank,3 månader,37164.0,950000,Februari 2011,,,
3.8,Nordea,3 månader,37165.0,"1,5",2011-05-01,,,
3.98,Nordea,3 månader,37165.0,3 mkr,20120315,,,
3.89,Swedbank,3 månader,37191.0,1mkr,mars 2011,,,
4.15,SBAB,Rörlig,37200.0,,,,,
3.77,Swedbank,3 månader,37230.0,276000,20120201,,,
2.98,Handelsbanken,3 år,37231.0,"1,6",110401,,,
3.25,Swedbank,3 år,37232.0,"0,7",90901,,,
4.0,Handelsbanken,Rörlig,37233.0,,,,,
3.6,Swedbank,3 månader,37233.0,"1,9",2012-02-01,,,
4.13,SEB,3 månader,37233.0,"1,5",februari 2012,,,
3.91,Swedbank,5 år,37234.0,450000,November 2011,,,
3.8,Swedbank,Rörlig,37236.0,,,,,
3.56,SEB,Rörlig,37237.0,,,,,
2.95,Swedbank,2 år,37237.0,800000,20100901,,,
4.5,Swedbank,Rörlig,37237.0,800000,20120301,,,
3.62,SEB,3 månader,37237.0,"0,8 mkr",December 2011,,,
3.98,SBAB,2 år,37238.0,,,,,
4.3,Swedbank,3 månader,37239.0,800000,2011-12-12,,,
4.0,Swedbank,Rörlig,37239.0,"0,4 mkr",20111101,,,
4.72,SBAB,3 månader,37239.0,"1,3 mkr",2012-01-17,,,
4.05,Swedbank,2 år,37250.0,,,,,
2.88,Swedbank,3 år,37251.0,400000,2010-05-24,,,
4.3,Swedbank,3 månader,37251.0,450000,2009-05-28,,,
3.6,Handelsbanken,Rörlig,37273.0,"0,7",Mars 2012,,,
3.6,Handelsbanken,3 månader,37273.0,"0,7",Mars 2012,,,
4.17,Swedbank,1 år,37274.0,,,,,
3.8,Nordea,2 år,37274.0,,,,,
4.13,Handelsbanken,Rörlig,37294.0,,,,,
4.19,Handelsbanken,3 månader,37297.0,,,,,
3.6,SEB,2 år,37297.0,"2,3",2012-09-06,,,
4.05,Handelsbanken,3 månader,37297.0,"0,95",September 2010,,,
